operator_master_record_id,operator_name,my_operator_tab,form_field_key,airtable_table,airtable_field_name,value_type,allowed_options,displayed_in_operator_explorer,operator_explorer_section,field_purpose,example_value_for_template,current_value_in_system,suggested_value_verdict,where_to_enter,canonical_writer_mapped,coverage_status,notes
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,portfolioValue,Operator Setup - Commercial Fit & Terms,portfolioValue,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,annualRevenueManaged,Operator Setup - Commercial Fit & Terms,annualRevenueManaged,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,portfolioGrowthRate,Operator Setup - Commercial Fit & Terms,portfolioGrowthRate,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,minPropertySize,Operator Setup - Commercial Fit & Terms,minPropertySize,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,maxPropertySize,Operator Setup - Commercial Fit & Terms,maxPropertySize,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,avgContractTerm,Operator Setup - Commercial Fit & Terms,avgContractTerm,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,feeStructure,Operator Setup - Commercial Fit & Terms,feeStructure,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,revparImprovement,Operator Setup - Commercial Fit & Terms,revparImprovement,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,occupancyImprovement,Operator Setup - Commercial Fit & Terms,occupancyImprovement,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,noiImprovement,Operator Setup - Commercial Fit & Terms,noiImprovement,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,ownerRetention,Operator Setup - Commercial Fit & Terms,ownerRetention,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,renewalRate,Operator Setup - Commercial Fit & Terms,renewalRate,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,turnaroundCount,Operator Setup - Commercial Fit & Terms,turnaroundCount,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,stabilizationTime,Operator Setup - Commercial Fit & Terms,stabilizationTime,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,ov_q_touchpoints,Operator Setup - Commercial Fit & Terms,ov_q_touchpoints,number,,Partial,Legacy tab: Owner Engagement & Reporting | Tab: Owner Engagement & Reporting,Partial Explorer visibility (Legacy tab: Owner Engagement & Reporting | Tab: Owner Engagement & Reporting).,"Describe the owner outcomes HE CALA creates in the Caribbean and Latin America (commercial discipline, transparency, flexibility, risk management) in 3–5 sentences. Avoid statistics you cannot verify externally.",,Review,Owner Value & Engagement,yes,Fully Covered,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,reportingFrequency,Operator Setup - Commercial Fit & Terms,reportingFrequency,text,,No,Legacy tab: Owner Engagement & Reporting | Tab: Owner Engagement & Reporting,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,reportTypes,Operator Setup - Commercial Fit & Terms,reportTypes,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,budgetProcess,Operator Setup - Commercial Fit & Terms,budgetProcess,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,capexPlanning,Operator Setup - Commercial Fit & Terms,capexPlanning,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,capexTolerance,Operator Setup - Commercial Fit & Terms,capexTolerance,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,performanceReviews,Operator Setup - Commercial Fit & Terms,performanceReviews,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,communicationStyle,Operator Setup - Commercial Fit & Terms,communicationStyle,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,ownerInvolvement,Operator Setup - Commercial Fit & Terms,ownerInvolvement,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,operatingCollaborationMode,Operator Setup - Commercial Fit & Terms,operatingCollaborationMode,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,ownerResponseTime,Operator Setup - Commercial Fit & Terms,ownerResponseTime,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,decisionMaking,Operator Setup - Commercial Fit & Terms,decisionMaking,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,disputeResolution,Operator Setup - Commercial Fit & Terms,disputeResolution,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,concernResolutionTime,Operator Setup - Commercial Fit & Terms,concernResolutionTime,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,ownerAdvisoryBoard,Operator Setup - Commercial Fit & Terms,ownerAdvisoryBoard,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,ownerEducation,Operator Setup - Commercial Fit & Terms,ownerEducation,text,,No,—,My Operator intake (Owner Value & Engagement); Phase Setup UI + B2 writer mapping.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Owner Value & Engagement,ownerReferences,Operator Setup - Commercial Fit & Terms,ownerReferences,text,,No,—,My Operator intake (Owner Value & Engagement); Phase B2 — extend new-base writer.,"Enter only Finance-approved metrics, or leave blank until disclosure is approved. For narrative fields, describe owner outcomes in plain language.",,Review,Owner Value & Engagement,no,Legacy Only,currently empty in form inventory
